cwns_code,facility,state,city,latitude,longitude,flow_mgd,median_ch4_kgco2e_day,median_n2o_kgco2e_day,median_co2_kgco2e_day,median_electricity_kgco2e_day,median_onsite_gas_kgco2e_day,median_upstream_gas_kgco2e_day,median_landfill_ch4_kgco2e_day,median_landapp_n2o_kgco2e_day,median_total_emission_kgco2e_day,treatment_train,flow_m3_per_day
39006657001.0,Piqua WWTP & Sewer System,OH,Piqua,40.137,-84.2384,4.5,5847.50743076281,4478.593368321935,652.2487633122948,2218.118575174263,0.0,0.0,0.0,612.7400407620687,13809.20817833337,['*E1e'],17034.353028
26002047001.0,STEPHENSON WTP,MI,Stephenson,45.4141,-87.6152,0.15,191.9469386733851,24.53952595989586,21.46700695421593,23.47523085768405,0.0,0.0,5.364155797150114,14.58904858957307,281.3819068319041,['*C1e'],567.8117676
17000716001.0,DOWNERS GROVE SD & COLL SYST,IL,Downers Grove,41.7947,-88.0523,11.0,14293.90705297576,10947.67267812029,1594.385865874498,1133.115716460287,0.0,0.0,0.0,537.4609275087207,28506.54224093955,['*E1e'],41639.529624
18000851001.0,Evansville EASTSIDE WWTP,IN,Evansville,37.961,-87.5701,18.0,23390.02972305124,17914.37347328774,2608.995053249179,20136.66470420092,0.0,0.0,416.6574300587085,1133.195179670698,65599.91556351849,['*E1e'],68137.412112
6003037001.0,El Estero Wastewater Treatment Facility,CA,Santa Barbara,34.418907,-119.684742,11.0,14194.50621151708,1854.451616814647,1579.956744550155,1723.837052125361,0.0,0.0,223.5004665362036,607.8606381681262,20184.11272971157,['*A1e'],41639.529624
19000023001.0,AMES WWTP,IA,Ames,41.9616,-93.5682,12.1,12804.75384215333,6405.379415204185,1741.885847086606,5676.77810469793,0.0,0.0,0.0,353.6402573439733,26982.43746648603,"['*A1e', '*C1e', 'L-u']",45803.482586399994
44000031001.0,BUCKLIN PT STP,RI,East Providence,41.8512,-71.3681,23.7,30781.08857661112,21296.41393303823,3367.543041960346,17870.75020414688,0.0,0.0,248.4403139726027,675.690257557532,74239.92632728671,['F1e'],89714.2592808
42001010001.0,LEHIGH CO A - ALLENTOWN,PA,Allentown,40.6052,-75.4575,40.0,51185.85031290269,6543.873589305564,5724.535187790914,9965.159550909495,0.0,0.0,0.0,1204.494601499936,74623.9132424086,['*C1e'],151416.47136
31001425001.0,THERESA STREET STP,NE,Lincoln,40.838,-96.6865,29.1,37794.50116368707,26148.761411452,4134.831330001944,26826.09198928961,0.0,0.0,0.0,2448.433114206394,97352.619008637,['F1e'],110155.48291440001
6004009005.0,LACSD (Los Coyotes WRP),CA,Cerritos,33.8799,-118.1035,37.5,48704.25407691632,33696.85748898453,5328.390889177762,20447.3382661836,0.0,0.0,666.4495537051074,1812.561992824423,110655.8522677917,['F1e'],141952.9419
39008008001.0,Struthers WWTP & Sewer System,OH,Struthers,41.047,-80.5711,6.0,7710.167740245088,996.5500510564572,860.2374330525427,1024.73381036122,0.0,0.0,750.981811601016,0.0,11342.67084631632,"['*A1e', '*C1e']",22712.470704000003
16000001001.0,POCATELLO STP,ID,Pocatello,42.9152,-112.5178,8.0,5158.201133779765,9697.34227002249,1141.184115759124,135.6045667805915,2159.696363692214,487.1387594979157,0.0,809.4532923170553,19588.62050184916,"['*G1e', 'L-a']",30283.294272000003
12000017027.0,MDWASD North District WWTP,FL,Miami,25.9189,-80.1476,120.0,155987.2685412193,19770.25058496214,17370.47147118211,36373.83566829358,0.0,0.0,4291.324637720092,11671.23887165845,245464.3897750356,['*B1e'],454249.41408
25000128001.0,MWRA Deer Island WWTF,MA,Boston,42.3505,-70.9569,315.0,409115.7342460972,283053.6029074701,44758.4834690932,192094.5336550109,0.0,0.0,0.0,13681.41668223179,942703.7709599033,['F1e'],1192404.71196
53000920001.0,Budd Inlet Treatment Plant,WA,Olympia,47.0477,-122.8983,17.0,22079.26184820207,15275.90872833965,2415.537203093919,2468.409759562487,0.0,0.0,0.0,870.14974346755,43109.26728266567,['F1e'],64352.00032800001
